meilleur réseau after oredoo :p,positive,2018-01-12T15:08:04+0000,https://www.facebook.com/298166859034_10156001130499035
ma7lekom,positive,2018-01-12T17:05:51+0000,https://www.facebook.com/298166859034_10156001130499035
Yekhi société mondiale kif orange w réseaux mte3kimm yesser faible  c'est grave walahh :3,positive,2018-01-12T15:17:11+0000,https://www.facebook.com/298166859034_10156001130499035
بربي عندي سؤال.....التليفون كي يهزو technicien قداه يلزمو وقت باش يتصلح؟,positive,2018-01-12T14:12:40+0000,https://www.facebook.com/298166859034_10156001130499035
chbiha el clé dima mate5dimch ma tconectich reseau 7alaaa fi mannouba,positive,2018-01-12T14:49:38+0000,https://www.facebook.com/298166859034_10156001130499035
Brabi andi question andi puse orange est deverouille kali code puk wena nsitou chnowa na3mel svp,positive,2018-01-12T14:33:27+0000,https://www.facebook.com/298166859034_10156001130499035
Ye5i ni nchargi el clé 3g ma3adech ne5ou des points merci !?,positive,2018-01-12T15:09:38+0000,https://www.facebook.com/298166859034_10156001130499035
Aman yekhi fama orange fi bizert ala khater el réseaux trés faible,positive,2018-01-12T18:13:52+0000,https://www.facebook.com/298166859034_10156001130499035
service 7alla 7lila :(,positive,2018-01-12T18:21:48+0000,https://www.facebook.com/298166859034_10156001130499035
Prix svpl,positive,2018-01-12T17:18:24+0000,https://www.facebook.com/298166859034_10156001130499035
انحب نربح بلولي كفش,positive,2018-01-12T18:03:41+0000,https://www.facebook.com/298166859034_10156001130499035
انحب انشارك معاكم فهموني بش نربح تاليفون,positive,2018-01-12T14:39:53+0000,https://www.facebook.com/298166859034_10156001130499035
béhin,positive,2018-01-12T16:49:04+0000,https://www.facebook.com/298166859034_10156001130499035
NHEB NIRBAH,positive,2018-01-12T18:00:48+0000,https://www.facebook.com/298166859034_10156001130499035
نحب نشارك معاكم,positive,2018-01-12T15:15:50+0000,https://www.facebook.com/298166859034_10156001130499035
reseaux te3eb,positive,2018-01-12T14:32:38+0000,https://www.facebook.com/298166859034_10156001130499035
Prix svp,positive,2018-01-12T14:31:43+0000,https://www.facebook.com/298166859034_10156001130499035
نحب نشارك معاكم فهموني بش نربح تاليفون,positive,2018-01-12T14:29:25+0000,https://www.facebook.com/298166859034_10156001130499035
Ba9dach,positive,2018-01-12T14:11:53+0000,https://www.facebook.com/298166859034_10156001130499035
B9adah,positive,2018-01-12T13:55:37+0000,https://www.facebook.com/298166859034_10156001130499035
Prix,positive,2018-01-12T17:59:13+0000,https://www.facebook.com/298166859034_10156001130499035
Prix,positive,2018-01-12T14:55:52+0000,https://www.facebook.com/298166859034_10156001130499035
prix,positive,2018-01-12T14:01:18+0000,https://www.facebook.com/298166859034_10156001130499035
Prix,positive,2018-01-12T13:55:45+0000,https://www.facebook.com/298166859034_10156001130499035
amane orange je suis une cliente chez vous inhibe nirbahe mara im3akom telephone 😉😉🤗😘,positive,2018-01-12T18:24:38+0000,https://www.facebook.com/298166859034_10156001130499035
a7la jaw m3a a7la orange,positive,2018-01-12T14:02:38+0000,https://www.facebook.com/298166859034_10155999218699035
service el bortou9ala service fechel,positive,2018-01-12T14:01:56+0000,https://www.facebook.com/298166859034_10155999218699035
